clstimestamp,frame_id,num_points,point_data
2026-02-13T16:51:26.385,992,5,"[{'x': -0.12713490332250466, 'y': 2.624496361265265, 'z': 1.45905616909277, 'v': 0.049008237660933096}, {'x': 3.248490724532866, 'y': 4.040530171373807, 'z': -1.7160732824573453, 'v': 0.2701221941070502}, {'x': -3.1722405633347686, 'y': 4.145547125415202, 'z': 1.0058319469577044, 'v': 0.53875358426274}, {'x': -0.8180911464482641, 'y': 5.629155500416369, 'z': -0.945021132422041, 'v': 0.42718404067447047}, {'x': -1.8319051971478508, 'y': 2.1636308013995675, 'z': -1.10301433390724, 'v': 0.035112283791068455}]"
2026-02-13T16:51:26.498,992,5,"[{'x': -4.247758825398654, 'y': 3.3283956714592966, 'z': 1.9855613027053236, 'v': 0.8770027568161258}, {'x': 1.21821739384505, 'y': 6.711130790033726, 'z': 0.8278096974640228, 'v': 0.69714993452225}, {'x': -3.5898333480946123, 'y': 1.2495514443331057, 'z': 1.3137466800109512, 'v': -0.0650029582450724}, {'x': -2.5263408157766962, 'y': 3.031663513828505, 'z': 0.4152291405959656, 'v': 0.3122611722024873}, {'x': -3.5777688738449607, 'y': 0.380457855844758, 'z': 1.895335740113624, 'v': 0.41283250637204594}]"
2026-02-13T16:51:26.610,928,5,"[{'x': 1.1487277852854731, 'y': 7.8436563270923205, 'z': 1.6320177167508856, 'v': 0.8074279938854274}, {'x': 0.08443360584457693, 'y': 6.926880675913642, 'z': 1.5030650584336418, 'v': 0.7687413068988624}, {'x': -0.523003631230047, 'y': 9.220495712864148, 'z': 1.552682533657237, 'v': 0.2721468464162753}, {'x': -1.4237208541153712, 'y': 8.008801567596189, 'z': 1.0212606452234674, 'v': 0.6063944458849058}, {'x': -1.2116411536139884, 'y': 4.66053114188704, 'z': 0.7465891107555747, 'v': 0.5947571050772467}]"
2026-02-13T16:51:26.732,928,5,"[{'x': 0.51898332484281, 'y': 5.0784209026782925, 'z': 0.054490136157826274, 'v': -0.5879824730107353}, {'x': -0.030954875418788497, 'y': 8.505277124589176, 'z': -1.9153625463274975, 'v': -0.5917766993064628}, {'x': -3.2144213701397186, 'y': 9.565991823739017, 'z': 0.35652209175014393, 'v': 0.14091820731937066}, {'x': 2.6943867696641286, 'y': 9.024367921343547, 'z': 0.19646933644797526, 'v': -0.3310277514780635}, {'x': 4.084415506630798, 'y': 8.360774426830801, 'z': 0.80449593725392, 'v': 0.23303372093797248}]"
2026-02-13T16:51:26.843,1024,5,"[{'x': 0.8428257796318528, 'y': 6.363388880700906, 'z': 0.5563406768468786, 'v': 0.8613154921224033}, {'x': 1.764262962698976, 'y': 4.169255863331612, 'z': -1.9087195041599587, 'v': 0.18932593879768356}, {'x': -0.08463070809895612, 'y': 0.3314802279252749, 'z': 0.9790653740130426, 'v': 0.8204760785882965}, {'x': 1.91771224174233, 'y': 9.015666534925208, 'z': -0.7831083638363401, 'v': 0.062339480406430337}, {'x': -0.06298752509116579, 'y': 9.819639661602167, 'z': -0.22574048744929343, 'v': 0.9369677490586952}]"
2026-02-13T16:51:26.953,864,5,"[{'x': -1.3355487791150122, 'y': 4.945298119854905, 'z': 0.9725857072814459, 'v': 0.326560041882034}, {'x': 0.1494170378684343, 'y': 6.777580263872414, 'z': 1.0967129715118547, 'v': -0.17563413918809045}, {'x': 0.627991620518193, 'y': 3.8003206168793158, 'z': 1.073844555127379, 'v': -0.5245406782337494}, {'x': -2.42597985230062, 'y': 2.6008942893919826, 'z': 0.9307229273698492, 'v': 0.5169424852468849}, {'x': 4.249755113671917, 'y': 4.275897353563477, 'z': -1.966687572847912, 'v': -0.9750496403804834}]"
2026-02-13T16:51:27.064,928,5,"[{'x': -2.427528709572125, 'y': 0.9927834482787656, 'z': -0.5947202430488816, 'v': 0.09210866453443955}, {'x': -3.298848377419179, 'y': 5.531762221718691, 'z': -0.6677978015195642, 'v': 0.09129957258544663}, {'x': 1.2842707185804638, 'y': 7.308620930370996, 'z': -1.3203384111357903, 'v': -0.2797352495097032}, {'x': -3.449916279672296, 'y': 8.251970249958914, 'z': 1.6472236349804552, 'v': 0.4617954541429865}, {'x': 4.950271085755112, 'y': 2.3459341591814886, 'z': -1.1792189489596803, 'v': 0.2513070979055223}]"
2026-02-13T16:51:27.185,864,5,"[{'x': 0.59663555456794, 'y': 1.8825266542999342, 'z': 1.2429219687730995, 'v': 0.08124527506034096}, {'x': 4.926495772185536, 'y': 0.22910536250811742, 'z': 0.27149312880649124, 'v': -0.3305953941436015}, {'x': -1.2747630498183726, 'y': 9.141151447495577, 'z': 1.402255383164309, 'v': 0.9008949315810044}, {'x': 2.987708322584858, 'y': 2.2813560336024805, 'z': 0.27319258977937544, 'v': 0.9539425623550486}, {'x': -1.165182895145569, 'y': 8.591328891740995, 'z': -0.5867346999061271, 'v': -0.36466657028906546}]"
2026-02-13T16:51:27.298,832,5,"[{'x': 2.7865428828619674, 'y': 8.461434996720648, 'z': 0.011211113862712896, 'v': 0.9071372338795503}, {'x': -2.272964637261665, 'y': 9.076481882585213, 'z': 0.03336494482779395, 'v': -0.20919302948305307}, {'x': 1.0924609895890036, 'y': 8.430889596075518, 'z': 0.49662099060406817, 'v': -0.9462273886574328}, {'x': 1.6716674766903985, 'y': 3.226961392249615, 'z': 1.4458524153964674, 'v': 0.12901175347294513}, {'x': 0.6009962693558961, 'y': 4.52061966304587, 'z': 1.1004796860573203, 'v': 0.6584842405613487}]"
2026-02-13T16:51:27.408,832,5,"[{'x': 2.517557405338149, 'y': 9.489183160182474, 'z': -1.812074364312203, 'v': 0.5369766354243675}, {'x': -0.841447756608444, 'y': 6.916842309401801, 'z': 1.3920333948547725, 'v': -0.6955689396717173}, {'x': 1.4799433478601802, 'y': 3.7980848903431017, 'z': 0.18885807259063148, 'v': 0.0670356792900324}, {'x': 4.602384319993849, 'y': 8.933440670531187, 'z': -0.8687456743718056, 'v': 0.3218421988082836}, {'x': -3.8946808642777175, 'y': 4.390074449921101, 'z': -0.5335389182010113, 'v': -0.4921630132481061}]"
2026-02-13T16:51:27.517,992,5,"[{'x': -3.3781508495301704, 'y': 7.955125366496269, 'z': 0.7396913171037238, 'v': 0.7779687147818348}, {'x': -4.229775328260278, 'y': 6.194215155754024, 'z': -1.003621487699128, 'v': 0.12921394530194052}, {'x': -3.7386329900226367, 'y': 0.6413910297052894, 'z': 1.7805871979002927, 'v': -0.8180160306067932}, {'x': 2.922641547256559, 'y': 0.5658588790262786, 'z': -0.2501289952345358, 'v': 0.9991341309090018}, {'x': 4.763998057944242, 'y': 4.007581103627994, 'z': 1.7873497916874954, 'v': 0.38983679948816485}]"
2026-02-13T16:51:27.636,928,5,"[{'x': 3.5274451807930802, 'y': 4.826277732880766, 'z': 0.31435729253690514, 'v': 0.4405112064672372}, {'x': -4.547110681503553, 'y': 9.654525658938404, 'z': -1.1308927851328194, 'v': -0.4099491104671267}, {'x': 3.224864793849404, 'y': 4.981984101696483, 'z': 1.056198260953778, 'v': 0.4714896936226707}, {'x': 3.375885524867739, 'y': 8.556063587000205, 'z': 0.5371592341650926, 'v': -0.3439803425030046}, {'x': 3.7033419328577377, 'y': 2.358966348582955, 'z': 0.5101192757491675, 'v': -0.8105859941744196}]"
2026-02-13T16:51:27.742,1024,5,"[{'x': 2.2780444966374542, 'y': 2.6122882613695833, 'z': -1.6084802685449384, 'v': 0.11035930240846104}, {'x': -1.407200387413463, 'y': 0.9934321134248059, 'z': 0.716562150174826, 'v': 0.31441008355499656}, {'x': 0.4865074297160348, 'y': 3.8631523083522223, 'z': 0.3931986234598228, 'v': -0.050145146163081966}, {'x': -1.9609080303583157, 'y': 2.8423802268591922, 'z': -1.3741655371473374, 'v': -0.7601089633121116}, {'x': 4.232972107418565, 'y': 1.303338651809226, 'z': -1.2972703393109803, 'v': 0.8601434537577402}]"
2026-02-13T16:51:27.855,928,5,"[{'x': 3.380821387587245, 'y': 8.359759399988262, 'z': -1.7663566236827548, 'v': -0.12001730980095027}, {'x': 4.740624035553957, 'y': 0.8361911533572164, 'z': 1.958765212526803, 'v': 0.496499383995719}, {'x': 1.215475215525963, 'y': 5.3011512452744665, 'z': 1.4857461989609084, 'v': -0.5564870172747598}, {'x': 4.636120939497211, 'y': 9.680466223565766, 'z': 1.5593388269823345, 'v': 0.6152198285666564}, {'x': 3.4204257295077465, 'y': 1.4456016296989427, 'z': -1.8802419774176298, 'v': -0.31394344919104844}]"
2026-02-13T16:51:27.965,864,5,"[{'x': 1.179128873261086, 'y': 1.4734571746846081, 'z': 0.8922814492111457, 'v': -0.828662260387969}, {'x': -4.177145460651992, 'y': 4.159999030001529, 'z': -0.42636950829635945, 'v': -0.7237657500825705}, {'x': 3.198507476547066, 'y': 6.343920017997159, 'z': -1.0174001955773808, 'v': -0.6069416076186918}, {'x': -1.7141784811985272, 'y': 5.621929640377857, 'z': -1.1201165857781579, 'v': -0.6630846884171773}, {'x': -4.954080241483379, 'y': 2.637018234159143, 'z': -0.2821802288497377, 'v': 0.24976861842719988}]"
2026-02-13T16:51:28.132,928,5,"[{'x': -3.4867423734460132, 'y': 4.139439910345906, 'z': -1.0674224915898831, 'v': 0.6545277154918285}, {'x': -1.6939464452075081, 'y': 8.225337603199929, 'z': -1.8479608591082295, 'v': -0.635783659010736}, {'x': -2.565970856384504, 'y': 0.2717043041042877, 'z': -0.8172055012158039, 'v': 0.5886216789494947}, {'x': -1.9956248166990918, 'y': 4.411009541065177, 'z': 0.4058102934942007, 'v': 0.9806247781603425}, {'x': 3.7541687425643513, 'y': 2.7969894374932256, 'z': 0.5002811439246231, 'v': 0.6753697362640334}]"
2026-02-13T16:51:28.251,960,5,"[{'x': -0.37963759958694077, 'y': 5.307814144073953, 'z': -0.35597742274838984, 'v': -0.17811220522783944}, {'x': 0.6456118926106411, 'y': 5.584871070397259, 'z': -1.9405198724841761, 'v': -0.9495756111747009}, {'x': -0.6948409559513689, 'y': 9.552051917105146, 'z': 1.4596108644042403, 'v': 0.5117201394770359}, {'x': -1.2674668241171974, 'y': 0.5768651904760747, 'z': -0.5006094913080514, 'v': -0.5135977725205221}, {'x': 3.6269190561641818, 'y': 6.2166194776961206, 'z': 0.2382655558015312, 'v': 0.8537258045231653}]"
2026-02-13T16:51:28.366,832,5,"[{'x': 3.345351667179976, 'y': 5.816171462184725, 'z': -0.39534251890881356, 'v': 0.7422806536839319}, {'x': -0.4530726527891096, 'y': 7.3198789834302875, 'z': -1.082146315701388, 'v': -0.5106101864799923}, {'x': 4.216278363426159, 'y': 9.811789166261187, 'z': -1.9663169810450807, 'v': -0.737570026655076}, {'x': -2.801710397340175, 'y': 0.04951043077328299, 'z': -0.6076595215342047, 'v': -0.6256084989015223}, {'x': 0.2446777119770358, 'y': 7.808792249880193, 'z': -0.20332177831091114, 'v': 0.27671250433708594}]"
2026-02-13T16:51:28.485,896,5,"[{'x': 1.947717651804247, 'y': 6.192778601277667, 'z': 1.2355124599453857, 'v': 0.4406953557356479}, {'x': 1.2733680711596937, 'y': 2.3128628284772246, 'z': 1.9702759968175823, 'v': 0.5459547192080525}, {'x': 0.4089022916073537, 'y': 0.30613031919067835, 'z': 1.127682705995753, 'v': 0.6621481905412938}, {'x': 1.7015059392109935, 'y': 3.9460420401748673, 'z': -0.989077902978833, 'v': -0.7012393780243653}, {'x': 2.037026942381191, 'y': 2.3110909324502718, 'z': -0.4117023993475155, 'v': 0.38561182291610185}]"
2026-02-13T16:51:28.601,928,5,"[{'x': 1.4233338403737843, 'y': 4.077547819866089, 'z': -1.9105203415652117, 'v': 0.31641308964412906}, {'x': -0.648515623598243, 'y': 6.857871243433388, 'z': -1.992325132234071, 'v': 0.13745246568506686}, {'x': -3.367982213993402, 'y': 8.580681218385635, 'z': -1.6080394027470177, 'v': 0.6206508011307594}, {'x': 1.2786047784155095, 'y': 0.16591063713966347, 'z': 1.344923029274542, 'v': -0.6649192371229762}, {'x': -0.4304477254327752, 'y': 8.132313402197706, 'z': 0.7437068040420387, 'v': -0.22562096540951515}]"
2026-02-13T16:51:28.710,832,5,"[{'x': -0.7025311991165015, 'y': 5.503003804964309, 'z': -1.643586867116038, 'v': -0.7464916024727273}, {'x': -2.9207041570743697, 'y': 2.2300591584653375, 'z': 0.6786072019433291, 'v': 0.8369178711582403}, {'x': -2.6384593192079375, 'y': 8.220911106473247, 'z': -0.0641111871912674, 'v': -0.31007302486002275}, {'x': 4.541736767975252, 'y': 2.406963457379595, 'z': 1.241615180673004, 'v': -0.08085538891421429}, {'x': -0.807503630564856, 'y': 4.446937070250741, 'z': 0.6650258222897785, 'v': 0.35396133986265443}]"
2026-02-13T16:51:28.820,928,5,"[{'x': 1.6150524900636647, 'y': 3.9185794861622023, 'z': -0.2878854940516882, 'v': 0.2515619369385298}, {'x': -3.9464101096252047, 'y': 3.5491172770820967, 'z': -1.9355348876669778, 'v': -0.9399374889794057}, {'x': 3.299686413913035, 'y': 1.8133385169567118, 'z': -0.42523144916978595, 'v': 0.971996954635665}, {'x': 3.120240629751528, 'y': 7.637007008048389, 'z': 0.8813730804517719, 'v': -0.06127465231980622}, {'x': 2.3585001971942043, 'y': 2.4054077871045862, 'z': 0.6060030638362934, 'v': -0.2555383425105857}]"
2026-02-13T16:51:28.935,896,5,"[{'x': -3.3212871675689284, 'y': 9.379263639292494, 'z': -0.2647933696199414, 'v': 0.5485258495490195}, {'x': -3.2177952699850607, 'y': 8.357656293969178, 'z': 0.33248357898943226, 'v': -0.8582504548445413}, {'x': 0.579564749798287, 'y': 3.7543930155362846, 'z': 0.7425501354406552, 'v': 0.5638041032052528}, {'x': 1.4306026002260595, 'y': 6.121998124503437, 'z': 1.3664582577595152, 'v': 0.23167242888464168}, {'x': -3.193366128355495, 'y': 8.504978713735516, 'z': -0.4373715034401324, 'v': 0.6135694529531481}]"
2026-02-13T16:51:29.058,992,5,"[{'x': 0.2538808131888013, 'y': 8.433394463371384, 'z': 1.4831272422225603, 'v': -0.265942939268738}, {'x': -1.7716586369088896, 'y': 8.857909318438379, 'z': 1.326679730247534, 'v': -0.7061353886339714}, {'x': -1.6496839516491733, 'y': 2.229962478449811, 'z': 1.9677312322476745, 'v': 0.10026182896897318}, {'x': -3.6489801369158115, 'y': 5.600990255585957, 'z': 0.9366504736499319, 'v': -0.3264677270863654}, {'x': 0.6751222470518394, 'y': 8.130085328998907, 'z': 1.600260179609878, 'v': 0.28855840293557633}]"
2026-02-13T16:51:29.166,928,5,"[{'x': 3.861576947799275, 'y': 0.3513742437719569, 'z': 0.0887432384559812, 'v': -0.5047044662868987}, {'x': -3.687120918609339, 'y': 2.5546089618754184, 'z': 0.5059229106500198, 'v': -0.7144469483985216}, {'x': 3.4234908052954793, 'y': 5.024242651767683, 'z': 1.3019081837059083, 'v': 0.48890382316333136}, {'x': 4.086542400597104, 'y': 6.878171041543869, 'z': 0.9521028066347452, 'v': -0.8150622516549091}, {'x': 0.3995841699277989, 'y': 3.787149030802036, 'z': 1.2503454244342804, 'v': 0.8514108829737357}]"
2026-02-13T16:51:29.274,928,5,"[{'x': 4.481565633345911, 'y': 0.4836551797258959, 'z': 0.14971611337562774, 'v': -0.11833437646924172}, {'x': 2.1100728096633254, 'y': 7.922440421314687, 'z': 1.15817135924293, 'v': 0.5437538396930084}, {'x': 3.8975148089578955, 'y': 3.1531132226895533, 'z': -0.014997593881248772, 'v': -0.42698888106728927}, {'x': 3.6905828918476615, 'y': 1.0528980503646745, 'z': 0.2067011325801018, 'v': 0.6759693193977494}, {'x': 4.932298035402697, 'y': 9.30654399258503, 'z': 0.1466326295174447, 'v': 0.6578945982138358}]"
2026-02-13T16:51:29.393,864,5,"[{'x': 3.5306836389338976, 'y': 9.7538037131018, 'z': 0.28750747843762303, 'v': -0.9433115183561696}, {'x': 4.475184721067709, 'y': 3.546421142900693, 'z': -0.5257635859238436, 'v': 0.7478466220259155}, {'x': 3.4888254392333824, 'y': 1.4114996089359433, 'z': 1.6225479628718373, 'v': -0.6125540873105193}, {'x': -4.615669613632473, 'y': 8.442303625156425, 'z': -0.8556983866500403, 'v': -0.1384247811271444}, {'x': -0.5121139967679298, 'y': 4.7501789514939325, 'z': 0.19242488624663467, 'v': 0.6424891726640651}]"
2026-02-13T16:51:29.501,864,5,"[{'x': 3.5603283971939206, 'y': 6.9129783946989605, 'z': -1.1834155204725243, 'v': 0.3652890348326856}, {'x': 3.091812623588334, 'y': 7.523461792453679, 'z': -1.3426649506498478, 'v': 0.9701715994597513}, {'x': -3.297623897158802, 'y': 6.466406500481842, 'z': 1.834329343925186, 'v': 0.7441493364225409}, {'x': -0.9247285068310518, 'y': 8.131361750981647, 'z': 0.01688719457586174, 'v': -0.905056928657131}, {'x': 3.417528624850819, 'y': 8.449207799047583, 'z': 0.5814354446706229, 'v': 0.46392317047530085}]"
2026-02-13T16:51:29.622,864,5,"[{'x': -4.983093411062623, 'y': 6.4557169491932145, 'z': -1.8621887408760145, 'v': 0.37709497179229157}, {'x': 2.2302188369265155, 'y': 4.261714926204628, 'z': 0.9356028785821757, 'v': -0.6389832197335297}, {'x': 2.702835388033577, 'y': 1.7727154083834484, 'z': 0.44735832754802907, 'v': 0.3730214672725025}, {'x': -1.814138963194094, 'y': 8.799944647391932, 'z': 1.3466639600369072, 'v': 0.2675195273650002}, {'x': -1.3433056256558942, 'y': 2.8694840804848276, 'z': 1.643720305014579, 'v': -0.5349835754779373}]"
2026-02-13T16:51:29.730,896,5,"[{'x': -1.6464424812291334, 'y': 7.671430188412932, 'z': 1.9825475022130639, 'v': -0.07424348346637455}, {'x': -2.111002029801363, 'y': 7.588127759392603, 'z': -1.648154633635698, 'v': -0.491131944391483}, {'x': 3.2756103518003528, 'y': 8.157015005865087, 'z': 1.3080951133887346, 'v': -0.17782108994689882}, {'x': -1.823704046078273, 'y': 5.04777753809995, 'z': -0.8937226679964234, 'v': -0.2885249362450275}, {'x': -3.9988216075820793, 'y': 7.189805374509261, 'z': -1.3553675206289952, 'v': -0.541654418502648}]"
2026-02-13T16:51:29.839,928,5,"[{'x': -4.804721868764204, 'y': 8.358549568253013, 'z': -1.7642168269309169, 'v': -0.45168399879082055}, {'x': -4.318073011953882, 'y': 7.298389918020467, 'z': -1.444315665439316, 'v': -0.6404165772312476}, {'x': -4.122008233769029, 'y': 2.690475554255264, 'z': -1.9981810244241935, 'v': -0.4247352481686495}, {'x': 1.70653898413721, 'y': 4.7959022660376505, 'z': 1.315372439405874, 'v': -0.34364586809541486}, {'x': -4.092026060546475, 'y': 0.3287611858377326, 'z': 0.3113779316193499, 'v': 0.5705816885147845}]"
2026-02-13T16:51:29.948,864,5,"[{'x': 1.7634558243146667, 'y': 4.596511166128065, 'z': 1.947318144109409, 'v': 0.1777532521750449}, {'x': -2.754525653833917, 'y': 5.82190902199787, 'z': -1.170156214842946, 'v': -0.5262255762605903}, {'x': 0.5710557531799783, 'y': 7.583768124355565, 'z': -0.946309616240768, 'v': -0.11804671311680104}, {'x': -4.6281068467359985, 'y': 7.121688676006337, 'z': 1.7148840853935874, 'v': -0.14609812258816302}, {'x': 3.2110235321836207, 'y': 1.1577574203143093, 'z': -1.5939955742194227, 'v': 0.3141828590859719}]"
2026-02-13T16:51:30.071,864,5,"[{'x': -4.303564234195845, 'y': 3.9295778703813546, 'z': -1.2205402570738313, 'v': -0.07905549970934045}, {'x': -1.7338157480848446, 'y': 4.260501862507333, 'z': -0.6338445680455638, 'v': 0.4636405378307151}, {'x': -1.8810967379179822, 'y': 2.209271486318217, 'z': -0.2881091096167965, 'v': 0.2506422644635655}, {'x': 4.424897471826467, 'y': 4.5362423180318165, 'z': 1.9290248079058254, 'v': -0.9401094399625489}, {'x': 4.308929512674856, 'y': 8.249277664021115, 'z': 0.08283778002406894, 'v': 0.40370162376660135}]"
2026-02-13T16:51:30.180,864,5,"[{'x': 4.668499063719555, 'y': 5.801840354004745, 'z': 0.6652504303903077, 'v': -0.15326470442194906}, {'x': -1.8347372515976144, 'y': 6.105562920647817, 'z': 0.6324075343507491, 'v': 0.8008175985681729}, {'x': -2.2209038338654565, 'y': 9.522061502488773, 'z': -0.34032369546095875, 'v': -0.8223700309727493}, {'x': -0.3804596433702754, 'y': 2.7718880026168966, 'z': -0.6895312737048873, 'v': 0.44589497518836674}, {'x': -2.9786561097310216, 'y': 2.8520637776578015, 'z': 0.7870737961325851, 'v': 0.39461070126094944}]"
2026-02-13T16:51:30.302,896,5,"[{'x': 0.4693516333645391, 'y': 5.162513793213282, 'z': -1.5018540740511197, 'v': 0.8160890761185489}, {'x': 1.2146827649112888, 'y': 9.13933703814146, 'z': -1.8477486706812054, 'v': 0.9794550397525099}, {'x': 3.995137690838323, 'y': 1.346186413148247, 'z': 1.7090193929764195, 'v': 0.3156991955398525}, {'x': 0.5126965506563987, 'y': 7.855277516120357, 'z': 1.578116983861435, 'v': 0.6791294277946098}, {'x': -0.84430575812521, 'y': 9.06355295098191, 'z': -0.1811139536796489, 'v': -0.5502193859274782}]"
2026-02-13T16:51:30.446,864,5,"[{'x': 2.2757993575461644, 'y': 5.50367721975082, 'z': 1.207683489351962, 'v': 0.5738307321035598}, {'x': -2.29534552212772, 'y': 0.9024511864662443, 'z': 0.7785677191638998, 'v': 0.9819459488410474}, {'x': 4.578108422503055, 'y': 8.700116766459027, 'z': -1.9167995970504537, 'v': -0.9547407361085443}, {'x': 1.8581891868239175, 'y': 1.05135768117262, 'z': -1.471277270248235, 'v': 0.6983722577193412}, {'x': 0.1538080907842554, 'y': 0.38802937081418465, 'z': -0.06056714357557569, 'v': 0.6966661630530686}]"
2026-02-13T16:51:30.566,928,5,"[{'x': 2.250507346003263, 'y': 5.473379668872079, 'z': -1.6642051222649155, 'v': 0.9450573058090257}, {'x': 4.416341594626454, 'y': 0.4406638723554468, 'z': 0.2675563494876836, 'v': 0.4992868263494308}, {'x': 2.455506818509871, 'y': 3.3549343246404097, 'z': 1.1757480066296209, 'v': 0.9122978370029062}, {'x': 0.4736587811969226, 'y': 1.019131320308424, 'z': -0.7027438710511453, 'v': 0.2069511273513105}, {'x': -3.000422153861735, 'y': 8.272859648103099, 'z': -1.865968428687664, 'v': -0.9147879765947702}]"
2026-02-13T16:51:30.674,864,5,"[{'x': 3.6963375059012495, 'y': 4.565887733111431, 'z': -0.09019795665325603, 'v': -0.15384542889315145}, {'x': 4.823434916854271, 'y': 2.11697492613765, 'z': -1.6395233682140375, 'v': 0.3753208791389506}, {'x': -2.48491435981947, 'y': 8.750210299700338, 'z': -0.8504087247034038, 'v': 0.5314101115929508}, {'x': -2.3317368238082867, 'y': 5.766594732792287, 'z': 1.3822044892851002, 'v': -0.2827757154842643}, {'x': 1.3918082737581035, 'y': 3.8873955724308074, 'z': 0.005901658329360959, 'v': -0.8891912963773956}]"
2026-02-13T16:51:30.784,864,5,"[{'x': 2.373082326783951, 'y': 6.287984685937986, 'z': 1.427080320606962, 'v': -0.003110106452114181}, {'x': 1.6813514005560908, 'y': 6.22976458961708, 'z': 1.8984994857065254, 'v': 0.7421096180920355}, {'x': 0.593103419346015, 'y': 4.173570435930766, 'z': -0.6453893452780401, 'v': -0.012610680381843542}, {'x': -1.1266117912756677, 'y': 0.5891624919231075, 'z': 0.7931942464709265, 'v': 0.6387562151338004}, {'x': 4.573956607712322, 'y': 6.490306830657218, 'z': 1.0179135895554858, 'v': 0.0172335873953664}]"
2026-02-13T16:51:30.894,832,5,"[{'x': 1.821250867321643, 'y': 2.6592480968871657, 'z': 0.8535052033142061, 'v': -0.6375927994035084}, {'x': 0.8934593052611461, 'y': 6.933336236166659, 'z': 1.0321993174737725, 'v': -0.9340466568026151}, {'x': -2.8104136666056077, 'y': 7.385430758865424, 'z': 0.9378904052687074, 'v': 0.8220912869022157}, {'x': 4.508448685907965, 'y': 5.130436199898092, 'z': -0.5160497313360408, 'v': -0.17605143700482206}, {'x': 3.0667260556247715, 'y': 7.151134639775508, 'z': -1.2743825529986195, 'v': -0.17989682541455698}]"
2026-02-13T16:51:31.004,896,5,"[{'x': -4.680829319873534, 'y': 0.47654803722282923, 'z': -1.3395582870351794, 'v': -0.9528265949710613}, {'x': 1.3752748126222372, 'y': 1.0442673852674533, 'z': -0.04474660882613746, 'v': -0.23917252455399263}, {'x': 0.4743798351948829, 'y': 3.910320707503998, 'z': -0.47590231599777333, 'v': -0.3285860925495412}, {'x': 0.7119906762522685, 'y': 7.607586680629558, 'z': 1.4994270827194254, 'v': -0.44018581132756784}, {'x': 2.9052490149634513, 'y': 7.517706099598285, 'z': 1.5150783693253937, 'v': -0.9697542777993642}]"
2026-02-13T16:51:31.124,864,5,"[{'x': -3.012073365982485, 'y': 9.010972665109904, 'z': 0.8422405484478617, 'v': 0.4429114958486875}, {'x': 3.9235887212956815, 'y': 6.950088172067926, 'z': 0.28022429966497553, 'v': -0.8056418076043779}, {'x': 4.539382902993218, 'y': 9.190038104399747, 'z': 1.0450810291112762, 'v': 0.6902284124062139}, {'x': 3.1302973999910133, 'y': 9.798728896595502, 'z': -0.5934383853006797, 'v': -0.8637181065330104}, {'x': -2.8746243624945853, 'y': 3.6953611180877823, 'z': 0.7226260993534432, 'v': -0.4174498585020865}]"
2026-02-13T16:51:31.232,928,5,"[{'x': -2.64234211071958, 'y': 1.5461482416621564, 'z': -1.4165997106603743, 'v': -0.39824762870701225}, {'x': -1.8915536558721948, 'y': 3.9717347033092554, 'z': 0.8919761087637825, 'v': -0.16579825179624597}, {'x': 2.571517916140362, 'y': 4.690998387274541, 'z': 1.2586498748642803, 'v': -0.21739292239383778}, {'x': 0.5039745155659165, 'y': 6.011492282274378, 'z': 0.6023828178779649, 'v': 0.8900893322015802}, {'x': 1.8754831444606603, 'y': 4.185946737253969, 'z': 0.7698971024212553, 'v': 0.4342673337385401}]"
2026-02-13T16:51:31.343,864,5,"[{'x': 1.3685310219110587, 'y': 5.580295744691259, 'z': 1.9889787023254542, 'v': 0.7530385364424843}, {'x': 3.048730320872833, 'y': 9.028461516278556, 'z': 1.9326899365536412, 'v': 0.7752977930101028}, {'x': 2.8291535985824066, 'y': 8.821772373620943, 'z': 0.4907233090780627, 'v': -0.40899381310696814}, {'x': 3.0664796120823095, 'y': 2.3680235246251238, 'z': 1.5345438670887832, 'v': 0.5119649831882154}, {'x': -1.6506895410873845, 'y': 9.334152642792871, 'z': 0.43015455803251523, 'v': 0.05736662411628046}]"
2026-02-13T16:51:31.452,832,5,"[{'x': -4.614201534547968, 'y': 0.7511901818342903, 'z': -1.5368702444193558, 'v': 0.595845243281939}, {'x': -0.2510213980463494, 'y': 5.4332708930826605, 'z': 1.622420729833276, 'v': -0.3520101632964354}, {'x': -3.2883775335402454, 'y': 8.653633100654705, 'z': -1.5394372971640702, 'v': -0.5659278370532079}, {'x': 4.9279828358268, 'y': 6.655161075540005, 'z': 1.467324332291482, 'v': 0.8932462509654968}, {'x': 3.4227184012444685, 'y': 7.989848578616393, 'z': -1.8984833796989191, 'v': -0.35721456398910645}]"
2026-02-13T16:51:31.563,832,5,"[{'x': 1.2397461459364383, 'y': 0.12991962958437742, 'z': 1.3322091135990077, 'v': 0.5359577159069264}, {'x': -0.6647832515744838, 'y': 2.5987747628480165, 'z': -0.7401169351035022, 'v': -0.771104344873885}, {'x': -3.4173162826199457, 'y': 2.9968422376851844, 'z': 1.4282928384135145, 'v': 0.652538556441395}, {'x': -3.407202133683578, 'y': 2.1284168038343063, 'z': 1.6921831985398006, 'v': -0.8446015223864247}, {'x': 2.2482347723276472, 'y': 8.568583718476601, 'z': 0.25275029643604885, 'v': 0.8798441503783827}]"
